0.01875 0.024 0.046875 0.0010 5.0E-4 0.010894 1.0626413414875937
0.003125 0.25 0.25 0.0080 8.3E-5 0.004539 0.9691491261080705
0.001438 0.5 0.5 0.010667 0.001333 0.014526 1.0074568510956883
0.008938 0.016 0.078125 0.0 5.83E-4 0.014526 1.0605734059391114
0.5 1.0 0.0 0.001333 0.0020 0.125738 9.506901305002286
3.75E-4 1.88E-4 9.4E-5 0.0010 5.0E-4 0.002724 1.0391945132867408
0.01125 0.024 0.1875 0.0010 8.3E-5 0.014072 1.0197164398678285
0.015 0.016 0.015625 0.001333 8.3E-5 0.001362 1.051787013397419
0.00725 0.0625 0.125 0.005333 4.17E-4 0.01271 1.0569945256787812
0.003125 0.0625 0.25 0.0040 5.0E-4 0.007263 0.9850566030407384
0.0625 0.125 1.25E-4 5.0E-4 0.005333 0.017249 1.0375085516721323
0.01125 0.008187 0.0625 0.0 8.3E-5 0.001362 1.0575237267900637
6.87E-4 3.44E-4 1.72E-4 0.001833 9.17E-4 0.004993 1.0395373869471976
0.006562 0.0625 0.0625 0.001333 2.5E-4 0.008625 1.0685347469340756
0.0 0.0 0.0 0.0 0.0 0.0 1.0387351107870046
